# U  mu  Z_1 Z_2 lamda_1 lamda_2 h_1 h_2 n_f_1 n_f_2 n_s_1 n_s_2
1.24 3.106322037655761e-06 0.8590988078486718 0.8590988078486718 0.0 0.0 -0.19669620005996538 -0.19669620005996538 0.49999999999960526 0.49999999999960526 0.5000000000000004 0.5000000000000004
1.25 3.102315345015916e-06 0.857623991530077 0.857623991530077 0.0 0.0 -0.1965272823996632 -0.1965272823996632 0.49999999999961525 0.49999999999961525 0.5000000000000003 0.5000000000000003
1.26 3.0982987425863932e-06 0.8561471640144375 0.8561471640144375 0.0 0.0 -0.19635804741157087 -0.19635804741157087 0.49999999999961975 0.49999999999961975 0.5000000000000003 0.5000000000000003
1.27 3.0942723917225264e-06 0.8546682658904304 0.8546682658904304 0.0 0.0 -0.19618843281597892 -0.1961884328159789 0.4999999999996239 0.4999999999996239 0.5000000000000004 0.5000000000000004
1.28 3.090236584852023e-06 0.8531872842981104 0.8531872842981104 0.0 0.0 -0.19601843264850313 -0.19601843264850313 0.499999999999628 0.499999999999628 0.4999999999999997 0.49999999999999994
1.29 3.0861916246580755e-06 0.8517042087793213 0.8517042087793213 0.0 0.0 -0.1958480444845341 -0.1958480444845341 0.49999999999963235 0.49999999999963235 0.5000000000000004 0.5000000000000004
1.3 3.082137817927824e-06 0.8502190284424882 0.8502190284424882 0.0 0.0 -0.195677266050396 -0.195677266050396 0.4999999999996367 0.4999999999996367 0.5000000000000003 0.5000000000000003
1.31 3.0780754743291904e-06 0.8487317318056006 0.8487317318056006 0.0 0.0 -0.1955060950076677 -0.1955060950076677 0.4999999999996412 0.4999999999996412 0.5000000000000003 0.5000000000000004
1.32 3.074004907013109e-06 0.847242306812441 0.847242306812441 0.0 0.0 -0.19533452894192452 -0.19533452894192452 0.4999999999996458 0.4999999999996458 0.5000000000000003 0.5000000000000004
1.33 3.069926432663353e-06 0.8457507408591898 0.8457507408591898 0.0 0.0 -0.1951625653646009 -0.1951625653646009 0.49999999999965056 0.49999999999965056 0.5000000000000003 0.5000000000000003
1.34 3.065840371585853e-06 0.8442570208207916 0.8442570208207915 0.0 0.0 -0.19499020171561046 -0.19499020171561043 0.4999999999996554 0.4999999999996554 0.5000000000000004 0.5000000000000003
1.35 3.061747048370132e-06 0.8427611330764513 0.8427611330764511 0.0 0.0 -0.19481743536592555 -0.19481743536592555 0.4999999999996604 0.4999999999996604 0.5000000000000004 0.5000000000000004
1.36 3.057646791320401e-06 0.8412630635342092 0.8412630635342092 0.0 0.0 -0.1946442636200664 -0.1946442636200664 0.49999999999966555 0.49999999999966555 0.5000000000000004 0.5000000000000004
1.37 3.0535399335062152e-06 0.8397627976546568 0.839762797654657 0.0 0.0 -0.1944706837184999 -0.19447068371849988 0.4999999999996708 0.4999999999996708 0.5000000000000007 0.5000000000000003
1.3800000000000001 3.0494268124616277e-06 0.8382603204737962 0.838260320473796 0.0 0.0 -0.19429669283995055 -0.19429669283995055 0.4999999999996761 0.4999999999996761 0.49999999999999967 0.49999999999999994
1.3900000000000001 3.045307770627804e-06 0.836755616625076 0.8367556166250758 0.0 0.0 -0.19412228810362625 -0.19412228810362622 0.49999999999968175 0.49999999999968175 0.5 0.5
